dataset,case_id,backend,backend_label,variant,variant_label,E_full_eV,E_variant_eV,delta_E_variant_minus_full_eV,delta_positive_means,within_0p01_eV,within_0p05_eV,full_better_gt_0p05_eV,variant_better_gt_0p05_eV,plot_note
CMU20,04,gpt,GPT-5.4,no_termination,w/o Term,-2.2549095153808594,-2.2549095153808594,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,05,gpt,GPT-5.4,no_termination,w/o Term,-2.961643934249878,-2.961643934249878,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,06,gpt,GPT-5.4,no_termination,w/o Term,-2.164623260498047,-1.9020652770996094,0.262557983,variant_higher_less_stable_than_full,False,False,True,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,07,gpt,GPT-5.4,no_termination,w/o Term,-7.030705213546753,-7.030705213546753,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,08,gpt,GPT-5.4,no_termination,w/o Term,-7.190608978271484,-7.190670013427734,-0.000061035,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,09,gpt,GPT-5.4,no_termination,w/o Term,-1.9912567138671875,-1.9912567138671875,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,10,gpt,GPT-5.4,no_termination,w/o Term,-2.7095260620117188,-2.7176666259765625,-0.008140564,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,11,gpt,GPT-5.4,no_termination,w/o Term,-2.3813095092773438,-2.4184722900390625,-0.037162781,variant_higher_less_stable_than_full,False,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,12,gpt,GPT-5.4,no_termination,w/o Term,-2.0813217163085938,-2.3513641357421875,-0.270042419,variant_higher_less_stable_than_full,False,False,False,True,success_only_delta; natural_failures_are_in_failure_audit
CMU20,13,gpt,GPT-5.4,no_termination,w/o Term,-2.8251419067382812,-2.8251419067382812,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,14,gpt,GPT-5.4,no_termination,w/o Term,-3.5911407470703125,-3.5911407470703125,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,15,gpt,GPT-5.4,no_termination,w/o Term,-3.257709503173828,-3.257709503173828,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,16,gpt,GPT-5.4,no_termination,w/o Term,-4.272052764892578,-4.662910461425781,-0.390857697,variant_higher_less_stable_than_full,False,False,False,True,success_only_delta; natural_failures_are_in_failure_audit
CMU20,17,gpt,GPT-5.4,no_termination,w/o Term,-3.241016387939453,-3.240985870361328,0.000030518,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,18,gpt,GPT-5.4,no_termination,w/o Term,-2.7240142822265625,-3.2147865295410156,-0.490772247,variant_higher_less_stable_than_full,False,False,False,True,success_only_delta; natural_failures_are_in_failure_audit
CMU20,19,gpt,GPT-5.4,no_termination,w/o Term,-4.0125274658203125,-4.0125274658203125,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,20,gpt,GPT-5.4,no_termination,w/o Term,-11.652278900146484,-11.652278900146484,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,01,claude,Claude Sonnet 4.6,no_termination,w/o Term,-3.630131483078003,-3.630131483078003,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,02,claude,Claude Sonnet 4.6,no_termination,w/o Term,-4.769039154052734,-4.769039154052734,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,03,claude,Claude Sonnet 4.6,no_termination,w/o Term,-3.351963758468628,-3.351963758468628,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,04,claude,Claude Sonnet 4.6,no_termination,w/o Term,-2.2848472595214844,-2.2427330017089844,0.042114258,variant_higher_less_stable_than_full,False,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,05,claude,Claude Sonnet 4.6,no_termination,w/o Term,-2.961643934249878,-2.961643934249878,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,06,claude,Claude Sonnet 4.6,no_termination,w/o Term,-1.8745841979980469,-2.1646080017089844,-0.290023804,variant_higher_less_stable_than_full,False,False,False,True,success_only_delta; natural_failures_are_in_failure_audit
CMU20,07,claude,Claude Sonnet 4.6,no_termination,w/o Term,-7.051090955734253,-7.051090955734253,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,08,claude,Claude Sonnet 4.6,no_termination,w/o Term,-6.869441986083984,-7.190670013427734,-0.321228027,variant_higher_less_stable_than_full,False,False,False,True,success_only_delta; natural_failures_are_in_failure_audit
CMU20,09,claude,Claude Sonnet 4.6,no_termination,w/o Term,-1.9912567138671875,-1.9912567138671875,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,10,claude,Claude Sonnet 4.6,no_termination,w/o Term,-2.7176666259765625,-2.7176666259765625,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,11,claude,Claude Sonnet 4.6,no_termination,w/o Term,-2.4184722900390625,-2.4184722900390625,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,12,claude,Claude Sonnet 4.6,no_termination,w/o Term,-2.3513641357421875,-2.3513641357421875,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,13,claude,Claude Sonnet 4.6,no_termination,w/o Term,-2.8251419067382812,-2.8301544189453125,-0.005012512,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,14,claude,Claude Sonnet 4.6,no_termination,w/o Term,-3.5796432495117188,-3.5911407470703125,-0.011497498,variant_higher_less_stable_than_full,False,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,15,claude,Claude Sonnet 4.6,no_termination,w/o Term,-3.257678985595703,-3.257709503173828,-0.000030518,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,16,claude,Claude Sonnet 4.6,no_termination,w/o Term,-4.662910461425781,-4.662910461425781,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,17,claude,Claude Sonnet 4.6,no_termination,w/o Term,-3.240985870361328,-3.240985870361328,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,18,claude,Claude Sonnet 4.6,no_termination,w/o Term,-2.7240142822265625,-3.2147865295410156,-0.490772247,variant_higher_less_stable_than_full,False,False,False,True,success_only_delta; natural_failures_are_in_failure_audit
CMU20,19,claude,Claude Sonnet 4.6,no_termination,w/o Term,-4.0125274658203125,-4.0125274658203125,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,20,claude,Claude Sonnet 4.6,no_termination,w/o Term,-11.652706146240234,-11.652278900146484,0.000427246,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,01,grok,Grok-4,no_termination,w/o Term,-3.6317179203033447,-3.6317179203033447,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,02,grok,Grok-4,no_termination,w/o Term,-4.765958786010742,-4.765958786010742,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,03,grok,Grok-4,no_termination,w/o Term,-3.351963758468628,-3.351963758468628,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,04,grok,Grok-4,no_termination,w/o Term,-2.2549095153808594,-2.2549095153808594,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,05,grok,Grok-4,no_termination,w/o Term,-2.9616286754608154,-2.961643934249878,-0.000015259,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,06,grok,Grok-4,no_termination,w/o Term,-1.8745841979980469,-1.8745841979980469,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,07,grok,Grok-4,no_termination,w/o Term,-7.051090955734253,-7.030705213546753,0.020385742,variant_higher_less_stable_than_full,False,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,08,grok,Grok-4,no_termination,w/o Term,-6.414363861083984,-7.190608978271484,-0.776245117,variant_higher_less_stable_than_full,False,False,False,True,success_only_delta; natural_failures_are_in_failure_audit
CMU20,09,grok,Grok-4,no_termination,w/o Term,-1.9739322662353516,-1.9739322662353516,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,10,grok,Grok-4,no_termination,w/o Term,-2.7176666259765625,-2.7176666259765625,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,11,grok,Grok-4,no_termination,w/o Term,-2.4184722900390625,-2.4184722900390625,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,12,grok,Grok-4,no_termination,w/o Term,-2.3513641357421875,-2.3513641357421875,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,13,grok,Grok-4,no_termination,w/o Term,-2.8251419067382812,-2.8251419067382812,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,14,grok,Grok-4,no_termination,w/o Term,-3.6166324615478516,-3.6166324615478516,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,15,grok,Grok-4,no_termination,w/o Term,-3.257709503173828,-3.257709503173828,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,16,grok,Grok-4,no_termination,w/o Term,-4.662910461425781,-4.662910461425781,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,17,grok,Grok-4,no_termination,w/o Term,-2.865570068359375,-3.064361572265625,-0.198791504,variant_higher_less_stable_than_full,False,False,False,True,success_only_delta; natural_failures_are_in_failure_audit
CMU20,18,grok,Grok-4,no_termination,w/o Term,-3.1291351318359375,-3.1291351318359375,0.000000000,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,19,grok,Grok-4,no_termination,w/o Term,-4.044700622558594,-4.027214050292969,0.017486572,variant_higher_less_stable_than_full,False,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
CMU20,20,grok,Grok-4,no_termination,w/o Term,-11.652645111083984,-11.652278900146484,0.000366211,variant_higher_less_stable_than_full,True,True,False,False,success_only_delta; natural_failures_are_in_failure_audit
