case_id,n_sites,status,successful,failed,best_energy,mean_energy,std_energy,best_structure_file,wall_clock_sec
028,62,success,62,0,-4.077474594116211,-3.1913775167157574,0.6892648762361172,research/results/canonical_raw/ocd62/heuristic_baseline/028/artifacts/041_heuristic_top1_bridge_010_conf0_E-4.077475.xyz,512.6556741930544
029,73,success,69,4,-10.718453407287598,-7.671005207559337,1.147798978724635,research/results/canonical_raw/ocd62/heuristic_baseline/029/artifacts/025_heuristic_top1_hollow_004_conf0_E-10.718453.xyz,611.6866612955928
030,46,success,46,0,-4.7852020263671875,-4.286083055579144,0.28325189113460414,research/results/canonical_raw/ocd62/heuristic_baseline/030/artifacts/044_heuristic_top1_bridge_017_conf0_E-4.785202.xyz,353.2575927749276
031,51,success,51,0,-5.601511001586914,-4.269819035249598,0.7112807501564005,research/results/canonical_raw/ocd62/heuristic_baseline/031/artifacts/006_heuristic_top1_ontop_009_conf0_E-5.601511.xyz,526.3945788517594
032,48,success,48,0,-8.494989395141602,-6.734422047932942,0.4859936551264632,research/results/canonical_raw/ocd62/heuristic_baseline/032/artifacts/004_heuristic_top1_ontop_036_conf0_E-8.494989.xyz,377.9554174467921
033,57,success,57,0,-4.9943389892578125,-3.9505537601939418,0.6838280591027165,research/results/canonical_raw/ocd62/heuristic_baseline/033/artifacts/008_heuristic_top1_bridge_023_conf0_E-4.994339.xyz,427.2976730130613
034,76,success,70,6,-7.753467559814453,-6.294888632638114,0.9120775336268266,research/results/canonical_raw/ocd62/heuristic_baseline/034/artifacts/018_heuristic_top1_hollow_075_conf0_E-7.753468.xyz,1040.5317990928888
035,40,success,40,0,-6.245630264282227,-5.725532913208008,0.3687888853175274,research/results/canonical_raw/ocd62/heuristic_baseline/035/artifacts/005_heuristic_top1_hollow_039_conf0_E-6.245630.xyz,247.55407358333468
036,103,success,102,1,-10.658641338348389,-9.889612730811624,0.41534367086490187,research/results/canonical_raw/ocd62/heuristic_baseline/036/artifacts/015_heuristic_top1_ontop_044_conf0_E-10.658641.xyz,734.3615704849362
037,122,success,110,12,-6.518795013427734,-5.492245275324041,1.5307983933532183,research/results/canonical_raw/ocd62/heuristic_baseline/037/artifacts/040_heuristic_top1_ontop_080_conf0_E-6.518795.xyz,2375.8073999769986
038,82,success,79,3,-3.6964645385742188,-2.9231182050101365,0.4243694370548769,research/results/canonical_raw/ocd62/heuristic_baseline/038/artifacts/038_heuristic_top1_bridge_003_conf0_E-3.696465.xyz,813.3678890950978
039,61,success,61,0,-5.709537506103516,-5.211887859907306,0.24617841252767372,research/results/canonical_raw/ocd62/heuristic_baseline/039/artifacts/017_heuristic_top1_bridge_053_conf0_E-5.709538.xyz,687.0739337988198
040,89,success,87,2,-10.143339157104492,-7.994092765895799,1.362615363975113,research/results/canonical_raw/ocd62/heuristic_baseline/040/artifacts/012_heuristic_top1_bridge_032_conf0_E-10.143339.xyz,840.9998793564737
041,29,success,29,0,-4.979710340499878,-4.748231353430913,0.1718089300975925,research/results/canonical_raw/ocd62/heuristic_baseline/041/artifacts/001_heuristic_top1_hollow_015_conf0_E-4.979710.xyz,166.15174395218492
042,20,success,20,0,-3.283935546875,-3.2185432434082033,0.0687952012538625,research/results/canonical_raw/ocd62/heuristic_baseline/042/artifacts/011_heuristic_top1_ontop_003_conf0_E-3.283936.xyz,133.70296746119857
043,92,success,90,2,-8.814081192016602,-7.203425131903755,0.571375260003892,research/results/canonical_raw/ocd62/heuristic_baseline/043/artifacts/028_heuristic_top1_ontop_039_conf0_E-8.814081.xyz,970.8403352536261
044,76,success,58,18,-3.307544708251953,-2.6294472793052934,0.5984540319720544,research/results/canonical_raw/ocd62/heuristic_baseline/044/artifacts/033_heuristic_top1_hollow_006_conf0_E-3.307545.xyz,625.3770714737475
045,42,success,42,0,-1.804067611694336,-1.5367437998453777,0.10878958467287163,research/results/canonical_raw/ocd62/heuristic_baseline/045/artifacts/015_heuristic_top1_hollow_025_conf0_E-1.804068.xyz,397.63747834414244
046,62,success,61,1,-5.232399940490723,-3.639702796936035,0.6315643823027295,research/results/canonical_raw/ocd62/heuristic_baseline/046/artifacts/021_heuristic_top1_ontop_039_conf0_E-5.232400.xyz,859.2026152200997
047,57,success,57,0,-2.2023086547851562,-1.7012914021809895,0.3553582425348762,research/results/canonical_raw/ocd62/heuristic_baseline/047/artifacts/018_heuristic_top1_hollow_046_conf0_E-2.202309.xyz,573.2585198432207
048,31,success,31,0,-13.950271606445312,-9.909194946289062,2.333301059913139,research/results/canonical_raw/ocd62/heuristic_baseline/048/artifacts/007_heuristic_top1_bridge_026_conf0_E-13.950272.xyz,519.7527434490621
049,55,success,55,0,-9.972492218017578,-7.623211323131215,0.9278737410302863,research/results/canonical_raw/ocd62/heuristic_baseline/049/artifacts/049_heuristic_top1_bridge_047_conf0_E-9.972492.xyz,662.2320697568357
050,43,success,43,0,-3.5372207164764404,-3.243907046872516,0.18922154338789662,research/results/canonical_raw/ocd62/heuristic_baseline/050/artifacts/002_heuristic_top1_bridge_032_conf0_E-3.537221.xyz,171.30091875046492
051,107,success,106,1,-3.149845838546753,-3.0493851382777377,0.13760883726275117,research/results/canonical_raw/ocd62/heuristic_baseline/051/artifacts/003_heuristic_top1_bridge_038_conf0_E-3.149846.xyz,393.0645214691758
052,45,success,42,3,-0.16214752197265625,-0.11857786632719494,0.14547537138262934,research/results/canonical_raw/ocd62/heuristic_baseline/052/artifacts/036_heuristic_top1_ontop_043_conf0_E-0.162148.xyz,229.68054738640785
053,19,success,19,0,-4.715770721435547,-3.007319400185033,0.9597462556798632,research/results/canonical_raw/ocd62/heuristic_baseline/053/artifacts/043_heuristic_top1_ontop_014_conf0_E-4.715771.xyz,134.12776739150286
054,83,success,77,6,-12.185504913330078,-11.465360220376548,0.33107394599003787,research/results/canonical_raw/ocd62/heuristic_baseline/054/artifacts/050_heuristic_top1_bridge_026_conf0_E-12.185505.xyz,1234.7562830969691
055,36,success,36,0,-2.7393436431884766,-2.3390496571858725,0.37980714601864696,research/results/canonical_raw/ocd62/heuristic_baseline/055/artifacts/029_heuristic_top1_bridge_031_conf0_E-2.739344.xyz,266.1023195795715
056,63,success,57,6,-13.335037231445312,-12.677800496419271,0.558424762428425,research/results/canonical_raw/ocd62/heuristic_baseline/056/artifacts/016_heuristic_top1_ontop_057_conf0_E-13.335037.xyz,1425.5857621356845
057,56,success,56,0,-11.71170425415039,-10.448935917445592,0.27354736758556514,research/results/canonical_raw/ocd62/heuristic_baseline/057/artifacts/047_heuristic_top1_hollow_013_conf0_E-11.711704.xyz,572.8387852758169
058,42,success,42,0,-2.8933448791503906,-2.648077646891276,0.22560686809684516,research/results/canonical_raw/ocd62/heuristic_baseline/058/artifacts/048_heuristic_top1_bridge_030_conf0_E-2.893345.xyz,252.36569844186306
059,36,success,36,0,-2.696807861328125,-2.254031711154514,0.2913490594270201,research/results/canonical_raw/ocd62/heuristic_baseline/059/artifacts/045_heuristic_top1_hollow_022_conf0_E-2.696808.xyz,369.296782463789
060,59,success,58,1,-8.381061553955078,-7.803178589919518,0.30051243992962295,research/results/canonical_raw/ocd62/heuristic_baseline/060/artifacts/046_heuristic_top1_bridge_001_conf0_E-8.381062.xyz,513.6584950387478
061,46,success,46,0,-10.728615760803223,-10.180233457814092,0.4883566423128303,research/results/canonical_raw/ocd62/heuristic_baseline/061/artifacts/007_heuristic_top1_bridge_040_conf0_E-10.728616.xyz,839.6000088788569
062,84,success,83,1,-8.596307754516602,-6.932695296873529,0.7460430630547007,research/results/canonical_raw/ocd62/heuristic_baseline/062/artifacts/031_heuristic_top1_bridge_052_conf0_E-8.596308.xyz,1001.3252288252115
