case_id,variant,backend_count,available_backend_count,success_backend_count,failed_backend_count,min_best_energy,max_best_energy,range_best_energy,mean_best_energy,median_best_energy,min_delta_vs_full,max_delta_vs_full,range_delta_vs_full,mean_delta_vs_full,median_delta_vs_full,success_backends,failed_backends,gemini_best_energy,gemini_delta_vs_full,gemini_success,grok4_best_energy,grok4_delta_vs_full,grok4_success,openai_gpt54_best_energy,openai_gpt54_delta_vs_full,openai_gpt54_success,anthropic_claude_best_energy,anthropic_claude_delta_vs_full,anthropic_claude_success
18,single_shot,4,4,4,0,-2.5189666748046875,-2.4179840087890625,0.100982666015625,-2.4684829711914062,-2.4684906005859375,0.205047607421875,0.711151123046875,0.506103515625,0.37050628662109375,0.2829132080078125,"gemini,grok4,openai_gpt54,anthropic_claude",,-2.4180145263671875,0.36077880859375,True,-2.4179840087890625,0.711151123046875,True,-2.5189666748046875,0.205047607421875,True,-2.5189666748046875,0.205047607421875,True
19,full,4,4,4,0,-4.044700622558594,-3.8413848876953125,0.20331573486328125,-3.977785110473633,-4.0125274658203125,0.0,0.0,0.0,0.0,0.0,"gemini,grok4,openai_gpt54,anthropic_claude",,-3.8413848876953125,0.0,True,-4.044700622558594,0.0,True,-4.0125274658203125,0.0,True,-4.0125274658203125,0.0,True
19,no_forbid,4,4,4,0,-4.148807525634766,-3.5939483642578125,0.5548591613769531,-3.9834251403808594,-4.09547233581543,-0.20075225830078125,0.45075225830078125,0.6515045166015625,-0.0056400299072265625,-0.13628005981445312,"gemini,grok4,openai_gpt54,anthropic_claude",,-4.042137145996094,-0.20075225830078125,True,-3.5939483642578125,0.45075225830078125,True,-4.148807525634766,-0.13628005981445312,True,-4.148807525634766,-0.13628005981445312,True
19,no_slip,4,4,4,0,-4.148807525634766,-3.5939178466796875,0.5548896789550781,-3.9209232330322266,-3.9704837799072266,-0.13628005981445312,0.45078277587890625,0.5870628356933594,0.05686187744140625,-0.04352760314941406,"gemini,grok4,openai_gpt54,anthropic_claude",,-3.8413848876953125,0.0,True,-3.5939178466796875,0.45078277587890625,True,-4.099582672119141,-0.08705520629882812,True,-4.148807525634766,-0.13628005981445312,True
19,no_termination,4,4,4,0,-4.027214050292969,-3.5939178466796875,0.43329620361328125,-3.9115467071533203,-4.0125274658203125,0.0,0.247467041015625,0.247467041015625,0.0662384033203125,0.0087432861328125,"gemini,grok4,openai_gpt54,anthropic_claude",,-3.5939178466796875,0.247467041015625,True,-4.027214050292969,0.017486572265625,True,-4.0125274658203125,0.0,True,-4.0125274658203125,0.0,True
19,single_shot,4,4,4,0,-4.0125274658203125,-3.1327438354492188,0.8797836303710938,-3.687929153442383,-3.80322265625,0.0,0.7086410522460938,0.7086410522460938,0.28985595703125,0.22539138793945312,"gemini,grok4,openai_gpt54,anthropic_claude",,-3.1327438354492188,0.7086410522460938,True,-3.5939178466796875,0.45078277587890625,True,-4.0125274658203125,0.0,True,-4.0125274658203125,0.0,True
20,full,4,4,4,0,-11.652706146240234,-11.652278900146484,0.00042724609375,-11.652477264404297,-11.652462005615234,0.0,0.0,0.0,0.0,0.0,"gemini,grok4,openai_gpt54,anthropic_claude",,-11.652278900146484,0.0,True,-11.652645111083984,0.0,True,-11.652278900146484,0.0,True,-11.652706146240234,0.0,True
20,no_forbid,4,4,4,0,-11.652278900146484,-11.649532318115234,0.00274658203125,-11.651592254638672,-11.652278900146484,0.0,0.00274658203125,0.00274658203125,0.000885009765625,0.000396728515625,"gemini,grok4,openai_gpt54,anthropic_claude",,-11.652278900146484,0.0,True,-11.652278900146484,0.0003662109375,True,-11.649532318115234,0.00274658203125,True,-11.652278900146484,0.00042724609375,True
20,no_slip,4,4,4,0,-11.829994201660156,-11.652278900146484,0.17771530151367188,-11.697104454040527,-11.653072357177734,-0.17771530151367188,0.00042724609375,0.17814254760742188,-0.04462718963623047,-0.0006103515625,"gemini,grok4,openai_gpt54,anthropic_claude",,-11.829994201660156,-0.17771530151367188,True,-11.653316497802734,-0.00067138671875,True,-11.652828216552734,-0.00054931640625,True,-11.652278900146484,0.00042724609375,True
20,no_termination,4,4,4,0,-11.652278900146484,-11.652278900146484,0.0,-11.652278900146484,-11.652278900146484,0.0,0.00042724609375,0.00042724609375,0.0001983642578125,0.00018310546875,"gemini,grok4,openai_gpt54,anthropic_claude",,-11.652278900146484,0.0,True,-11.652278900146484,0.0003662109375,True,-11.652278900146484,0.0,True,-11.652278900146484,0.00042724609375,True
20,single_shot,4,4,4,0,-11.652278900146484,-10.602500915527344,1.0497779846191406,-11.127878189086914,-11.128366470336914,0.0,1.0501441955566406,1.0501441955566406,0.5245990753173828,0.5241260528564453,"gemini,grok4,openai_gpt54,anthropic_claude",,-10.604454040527344,1.0478248596191406,True,-10.602500915527344,1.0501441955566406,True,-11.652278900146484,0.0,True,-11.652278900146484,0.00042724609375,True
